Transaction_Type,Amount,Initial_Balance_Sender,Initial_Balance_Receiver,Final_Balance_Sender,Final_Balance_Receiver,Fraud
Cash-In,643.6,10404.88,13470.03,10404.88,14113.63,0
Debit,390.35,8005.57,5366.85,7615.22,5366.85,0
Cash-Out,1162.35,1282.8,15693.83,120.45,15693.83,0
Transfer,0.1,14886.93,3474.48,13293.06,3474.59,1
Debit,831.41,6234.21,13579.93,5402.8,13579.93,0
Debit,562.38,17638.75,12691.91,17076.37,12691.91,0
Transfer,0.99,3487.12,5561.35,2606.05,5562.44,1
Cash-In,2888.69,15615.03,4891.09,15615.03,7779.78,0
Payment,506.55,11979.39,4985.83,11472.84,5492.38,0
Cash-In,815.45,11864.01,18401.61,11864.01,19217.06,0
Payment,451.01,11777.59,9892.12,11326.58,10343.13,0
Cash-Out,803.57,16592.22,3455.84,15788.65,3455.84,0
Payment,0.44,19446.37,4657.73,18494.9,4658.21,1
Debit,33728.3,12787.6,7645.32,0.0,7645.32,1
Transfer,42600.87,4162.78,9322.12,944.17,56183.08,1
Cash-Out,23803.08,13842.99,11229.05,0.0,11229.05,1
Payment,0.7,19588.73,3847.86,19587.89,3848.63,1
Transfer,1297.71,15181.7,1337.45,13883.99,2635.16,0
Transfer,2321.09,2136.62,19703.53,0.0,22024.62,0
Cash-In,2734.27,12168.28,2506.71,12168.28,5240.98,0
Debit,30877.9,2215.92,11525.37,896.85,11525.37,1
Payment,158.88,14793.24,372.69,14634.36,531.57,0
Debit,5778.7,4331.62,8803.58,0.0,8803.58,1
Debit,963.05,17871.24,8986.55,16908.19,8986.55,0
Payment,180.66,6238.27,6755.12,6057.61,6935.78,0
Payment,905.08,1228.4,12842.25,323.32,13747.33,0
Debit,666.81,7034.0,1347.29,6367.19,1347.29,0
Transfer,1335.16,14839.19,9416.62,13504.03,10751.78,0
Cash-Out,28356.93,12742.79,779.32,0.0,779.32,1
Cash-Out,1139.54,4278.24,16119.37,3138.7,16119.37,0
Payment,12.03,7816.2,6342.19,7804.17,6354.22,0
Cash-In,1436.6,5637.16,14906.67,5637.16,16343.27,0
Cash-Out,0.9,987.4,9050.61,986.32,9050.61,1
Cash-In,196.66,18687.24,14024.37,18687.24,14221.03,0
Cash-Out,1.0,4526.71,11103.59,4525.51,11103.59,1
Debit,954.91,11037.34,6457.22,10082.43,6457.22,0
Debit,388.97,16903.65,19186.37,16514.68,19186.37,0
Cash-In,2412.33,5405.42,5693.17,5405.42,8105.5,0
Transfer,38368.23,9130.75,10455.53,0.0,52660.58,1
Cash-Out,1776.49,5094.39,16558.62,3317.9,16558.62,0
Payment,17169.33,6858.23,2582.05,0.0,21468.31,1
Transfer,1951.52,6926.03,18769.31,4974.51,20720.83,0
Cash-In,1111.3,4313.54,18891.04,4313.54,20002.34,0
Payment,43784.37,9871.09,13761.1,3036.76,61923.91,1
Transfer,13777.2,18475.24,11087.95,1149.44,26242.87,1
Cash-Out,107.81,607.7,9834.27,499.89,9834.27,0
Transfer,180.0,9051.12,17771.48,8871.12,17951.48,0
Cash-In,1775.38,3750.24,4278.26,3750.24,6053.64,0
Cash-In,10722.71,18555.2,5026.01,18555.2,16820.99,1
Transfer,256.6,17017.3,7420.26,16760.7,7676.86,0
Payment,26836.63,13419.9,16971.01,9368.42,46491.3,1
Transfer,0.45,9082.41,16041.88,9081.87,16042.38,1
Transfer,396.07,11588.37,15980.45,11192.3,16376.52,0
Transfer,44453.06,16521.5,18558.39,0.0,67456.76,1
Cash-Out,669.84,6.01,9619.27,0.0,9619.27,0
Transfer,2580.6,13131.53,11494.22,10550.93,14074.82,0
Cash-Out,1581.15,8607.7,11920.39,7026.55,11920.39,0
Transfer,3327.3,19091.53,16177.37,15764.23,19504.67,0
Debit,104.59,495.76,3062.24,391.17,3062.24,0
Cash-In,200.71,2940.14,5876.67,2940.14,6077.38,0
Cash-Out,866.42,15654.94,9721.59,14788.52,9721.59,0
Cash-In,1397.39,14953.33,19818.71,14953.33,21216.1,0
Cash-Out,1975.83,19407.36,3662.92,17431.53,3662.92,0
Cash-In,22254.89,16181.24,12953.57,16181.24,37433.95,1
Transfer,38210.69,17816.6,14575.0,622.76,56606.76,1
Payment,272.88,3200.82,5528.39,2927.94,5801.27,0
Debit,464.89,15213.01,6455.09,14748.12,6455.09,0
Cash-Out,757.72,9805.78,18352.78,9048.06,18352.78,0
Transfer,0.28,19061.54,7172.33,15467.02,7172.64,1
Cash-Out,35694.35,10555.63,4981.79,9977.43,4981.79,1
Cash-Out,37606.5,12969.13,16674.25,7816.82,16674.25,1
Cash-In,43810.44,6421.51,15032.01,6421.51,63223.49,1
Debit,168.02,3064.44,1945.38,2896.42,1945.38,0
Cash-Out,20204.14,8871.05,16227.98,6412.58,16227.98,1
Payment,45890.12,248.43,10591.3,182.98,61070.43,1
Cash-In,145.52,1461.44,6048.05,1461.44,6193.57,0
Cash-In,768.33,11546.64,9941.26,11546.64,10709.59,0
Cash-In,13193.89,9715.42,12403.08,9715.42,26916.36,1
Payment,0.37,11364.31,17382.73,10583.11,17383.14,1
Cash-Out,1418.12,17661.14,1021.52,16243.02,1021.52,0
Payment,799.55,2032.82,16864.27,1233.27,17663.82,0
Cash-In,266.0,2352.42,11212.07,2352.42,11478.07,0
Transfer,232.51,10057.26,2385.69,9824.75,2618.2,0
Transfer,1366.89,11393.49,6362.74,10026.6,7729.63,0
Payment,204.83,17606.13,5743.53,17401.3,5948.36,0
Payment,6507.66,15952.25,16299.86,13950.94,23458.29,1
Cash-In,391.54,17019.27,1712.99,17019.27,2104.53,0
Payment,61.6,8455.88,7329.13,8394.28,7390.73,0
Payment,333.76,7947.81,7749.23,7614.05,8082.99,0
Debit,42757.07,8032.82,9555.97,0.0,9555.97,1
Cash-In,2027.59,16938.53,6937.61,16938.53,8965.2,0
Transfer,1741.75,19875.25,7426.02,18133.5,9167.77,0
Cash-Out,6391.88,1.61,13104.41,1.43,13104.41,1
Cash-In,14534.73,6054.97,11544.61,6054.97,27532.81,1
Payment,149.44,19177.75,5261.86,19028.31,5411.3,0
Cash-In,514.83,12305.21,9009.91,12305.21,9524.74,0
Debit,0.51,1433.58,11928.64,157.7,11928.64,1
Payment,25283.22,3329.07,10764.63,0.0,38576.17,1
Payment,31279.71,7958.08,7707.55,3210.44,42115.23,1
Cash-In,2864.31,5322.0,17237.01,5322.0,20101.32,0
Transfer,0.13,8919.37,9669.97,817.04,9670.11,1
Transfer,622.21,17524.94,2898.48,16902.73,3520.69,0
Transfer,0.52,10068.23,5430.72,4553.71,5431.29,1
Transfer,1261.05,7799.2,19803.98,6538.15,21065.03,0
Debit,999.95,4069.41,14926.44,3069.46,14926.44,0
Transfer,26858.25,7226.72,6650.46,5236.97,36194.54,1
Cash-Out,51.54,18503.82,13687.98,18452.28,13687.98,0
Cash-Out,1018.34,17962.06,11662.18,16943.72,11662.18,0
Debit,258.31,7558.36,3282.58,7300.05,3282.58,0
Transfer,4276.06,7508.76,2412.31,3232.7,6688.37,0
Debit,0.96,8392.82,488.98,309.05,488.98,1
Debit,205.53,5998.89,14885.24,5793.36,14885.24,0
Cash-Out,7657.04,13538.09,6900.55,1556.12,6900.55,1
Payment,951.93,4589.93,19840.05,3638.0,20791.98,0
Payment,21540.91,19070.42,1313.56,18246.09,25008.56,1
Debit,483.64,3859.72,3334.13,3376.08,3334.13,0
Cash-In,5681.67,15145.01,10253.14,15145.01,16502.98,1
Cash-In,1162.67,15679.87,18342.53,15679.87,19505.2,0
Payment,635.1,16008.58,10120.86,15373.48,10755.96,0
Cash-Out,1327.37,10089.45,7344.28,8762.08,7344.28,0
Payment,134.14,12482.02,9182.96,12347.88,9317.1,0
Debit,16225.76,1129.75,13284.19,0.0,13284.19,1
Cash-Out,0.79,9743.51,14867.41,6804.48,14867.41,1
Cash-Out,38209.01,14623.08,11074.53,12283.9,11074.53,1
Cash-In,194.34,5246.25,5395.08,5246.25,5589.42,0
Payment,445.17,17349.64,12231.85,16904.47,12677.02,0
Cash-Out,31389.06,18819.81,13736.61,13114.99,13736.61,1
Cash-Out,450.04,17064.47,18957.93,16614.43,18957.93,0
Cash-Out,0.55,5917.29,17736.63,5916.63,17736.63,1
Debit,328.67,10941.64,14123.35,10612.97,14123.35,0
Transfer,31533.86,14745.4,506.89,0.0,35194.14,1
Transfer,954.21,11299.17,17747.5,10344.96,18701.71,0
Debit,41251.22,5985.1,11708.95,1099.24,11708.95,1
Cash-Out,0.24,17753.93,7875.69,11870.64,7875.69,1
Transfer,4916.91,3549.89,17117.2,0.0,22034.11,0
Transfer,40443.81,10805.59,12090.75,5148.84,56578.94,1
Debit,913.46,13966.92,1640.98,13053.46,1640.98,0
Debit,860.5,14514.27,3800.82,13653.77,3800.82,0
Payment,17585.04,6553.09,16586.42,0.0,35929.96,1
Debit,727.2,14634.66,17326.53,13907.46,17326.53,0
Transfer,3987.75,4448.12,19581.49,460.37,23569.24,0
Transfer,3547.36,14169.58,10501.83,10622.22,14049.19,0
Transfer,3232.63,6658.99,14326.5,3426.36,17559.13,0
Transfer,0.73,1470.43,2889.62,1469.55,2890.42,1
Transfer,40127.6,9592.16,8831.73,9281.71,52972.09,1
Cash-Out,1591.64,9203.5,15801.23,7611.86,15801.23,0
Cash-Out,1298.73,1176.57,17691.35,0.0,17691.35,0
Payment,830.91,15046.39,18722.83,14215.48,19553.74,0
Transfer,3381.94,55.59,18113.77,0.0,21495.71,0
Transfer,28042.83,15481.24,6830.27,0.0,37677.38,1
Debit,0.04,5784.42,17506.43,2912.95,17506.43,1
Payment,873.21,5434.91,15310.5,4561.7,16183.71,0
Cash-In,1456.6,11007.82,5579.32,11007.82,7035.92,0
Cash-In,134.44,1832.71,5938.28,1832.71,6072.72,0
Transfer,718.21,9846.84,878.33,9128.63,1596.54,0
Debit,89.9,9517.79,1067.56,9427.89,1067.56,0
Cash-Out,1835.45,16690.27,18904.52,14854.82,18904.52,0
Transfer,4358.85,3574.02,1334.33,0.0,5693.18,0
Cash-In,2913.81,9846.56,1487.4,9846.56,4401.21,0
Cash-In,1294.93,4887.84,8984.54,4888.39,10280.37,0
Debit,22193.63,13550.08,15298.99,0.0,15298.99,1
Payment,0.17,12728.86,9324.3,12728.66,9324.49,1
Cash-Out,1510.6,5169.38,9644.36,3658.78,9644.36,0
Debit,698.0,12878.62,1876.91,12180.62,1876.91,0
Cash-Out,664.68,17518.01,2123.84,16853.33,2123.84,0
Cash-In,122.61,2106.32,361.05,2106.32,483.66,0
Debit,420.07,16433.16,17563.36,16013.09,17563.36,0
Cash-In,2786.86,2892.75,5064.57,2892.75,7851.43,0
Debit,949.17,4048.44,18501.61,3099.27,18501.61,0
Cash-In,0.19,74.5,9192.97,74.5,9193.18,1
Cash-In,1774.93,1787.58,5058.99,1787.58,6833.92,0
Payment,0.86,4026.75,2324.55,4025.72,2325.5,1
Transfer,0.62,14843.7,13703.36,7086.71,13704.04,1
Debit,252.47,8790.7,4584.36,8538.23,4584.36,0
Debit,33600.77,15713.29,3749.97,2269.71,3749.97,1
Cash-Out,488.66,1002.81,6180.11,514.32,6180.74,0
Debit,745.11,16963.52,17443.97,16218.41,17443.97,0
Payment,0.21,15810.7,2112.29,15810.45,2112.52,1
Cash-In,15545.34,9217.46,17291.34,9217.46,34391.21,1
Cash-Out,41288.46,17140.6,17059.54,15754.08,17059.54,1
Cash-Out,560.35,8203.73,18642.99,7643.38,18642.99,0
Cash-Out,1615.11,14947.52,5442.61,13332.41,5442.61,0
Debit,574.8,18377.36,11503.75,17802.56,11503.75,0
Payment,45158.93,9972.89,5783.0,0.0,55457.82,1
Transfer,20165.76,12278.69,5484.13,1299.12,27666.47,1
Debit,17276.48,6805.84,2261.3,0.0,2261.3,1
Cash-In,1611.07,3106.07,9284.37,3106.07,10895.44,0
Cash-In,48028.05,11879.69,3605.53,11879.69,56436.39,1
Debit,179.35,4229.15,16889.67,4049.8,16889.67,0
Payment,0.52,9360.46,1560.74,9359.84,1561.31,1
Payment,557.59,5779.79,6856.85,5222.2,7414.44,0
Payment,11817.96,7145.63,18369.15,1248.69,31368.91,1
Cash-In,1511.29,11105.92,17759.37,11105.92,19270.66,0
Cash-Out,1568.32,1189.05,6849.03,0.0,6849.03,0
Transfer,745.12,17045.35,6546.99,16300.23,7292.11,0
Cash-In,38736.05,19647.71,11140.44,19647.71,53750.1,1
Cash-In,0.29,5794.11,8511.45,5794.11,8511.77,1
Debit,927.52,5422.92,19834.24,4495.4,19834.24,0
Debit,398.2,16226.76,16745.45,15828.56,16745.45,0
Cash-Out,15869.24,6900.23,19824.94,1453.02,19824.94,1
Transfer,9688.65,6886.46,12967.0,0.0,23624.52,1
Cash-Out,1201.88,81.48,12918.0,0.0,12918.0,0
Debit,30573.46,16413.35,16190.29,17.43,16190.29,1
Cash-In,21598.04,17613.9,16352.42,17613.9,40110.26,1
Debit,255.21,17939.87,17524.06,17684.66,17524.06,0
Cash-Out,298.33,14885.04,896.76,14586.71,896.76,0
Cash-Out,19819.13,7690.65,12470.02,0.0,12470.02,1
Payment,37935.39,17605.04,367.67,15481.12,42096.6,1
Transfer,3132.37,9516.77,14752.72,6384.4,17885.09,0
Cash-In,1868.3,12555.88,7095.79,12555.88,8964.09,0
Debit,201.88,10035.16,9915.85,9833.28,9915.85,0
Debit,31693.25,19670.86,8596.1,4463.29,8596.1,1
Cash-In,2134.06,3785.67,8792.92,3785.67,10926.98,0
Payment,315.16,2390.6,5228.97,2075.44,5544.13,0
Cash-In,0.57,15621.0,9957.28,15621.0,9957.91,1
Cash-Out,37181.86,1126.98,6711.41,330.23,6711.41,1
Cash-Out,459.61,5444.42,16965.15,4984.81,16965.15,0
Cash-In,1799.01,8398.99,3720.63,8398.99,5519.64,0
Cash-In,2758.59,14117.47,5172.57,14117.47,7931.16,0
Cash-In,2035.66,12542.21,2579.67,12542.21,4615.33,0
Cash-Out,588.47,14897.61,18101.29,14309.14,18101.29,0
Transfer,4840.23,4090.19,10762.67,0.0,15602.9,0
Cash-In,16137.71,14247.17,1367.09,14247.17,19118.57,1
Cash-In,2519.26,13469.24,13258.78,13469.24,15778.04,0
Cash-Out,1103.87,2559.72,18440.67,1455.85,18440.67,0
Debit,284.05,3590.63,16242.5,3306.58,16242.5,0
Payment,253.26,12481.61,9481.25,12228.35,9734.51,0
Cash-Out,311.06,1540.34,19143.42,1229.28,19143.42,0
Transfer,209.04,19594.14,8245.24,19385.1,8454.28,0
Payment,17545.39,4789.83,15947.61,1667.44,35247.54,1
Debit,846.57,6008.08,19570.83,5161.51,19570.83,0
Debit,182.26,11799.01,11414.69,11616.75,11414.69,0
Debit,47825.8,69.45,1974.45,18.36,1974.45,1
Debit,43.07,2372.59,4673.36,2329.52,4673.36,0
Cash-In,0.36,7606.35,17298.89,7606.35,17299.29,1
Cash-In,1024.7,1195.13,11675.88,1195.13,12700.58,0
Debit,589.82,8544.97,16062.54,7955.15,16062.54,0
Cash-Out,1701.07,617.85,2255.87,0.0,2255.87,0
Transfer,46695.56,17903.94,15972.06,0.0,67337.18,1
Cash-In,0.31,16080.33,18311.25,16080.33,18311.59,1
Transfer,280.34,12250.86,1849.44,11970.52,2129.78,0
Transfer,1784.65,17607.97,7424.82,15823.32,9209.47,0
Cash-Out,603.71,5842.28,6730.31,5238.57,6730.31,0
Cash-In,22199.32,7497.21,16157.06,7497.21,40576.31,1
Debit,9205.01,18759.4,12944.0,16593.34,12944.0,1
Transfer,4041.62,4349.79,8323.06,308.17,12364.68,0
Payment,505.42,10690.71,3186.13,10185.29,3691.55,0
Transfer,38724.06,10013.95,12890.94,9130.7,55487.41,1
Payment,840.97,16376.09,9011.09,15535.12,9852.06,0
Debit,0.35,1959.91,4504.33,838.58,4504.33,1
Payment,994.61,9158.31,1711.07,8163.7,2705.68,0
Payment,63.4,7662.09,7698.76,7598.69,7762.16,0
Cash-Out,68.83,16099.34,11196.1,16030.51,11196.1,0
Cash-Out,1794.14,4240.45,17024.45,2446.31,17024.45,0
Cash-Out,16935.25,3886.26,4317.04,2514.11,4317.04,1
Debit,880.09,12339.52,15646.29,11459.43,15646.29,0
Payment,516.65,19374.74,10878.26,18858.09,11394.91,0
Cash-In,46816.23,11646.48,3855.72,11646.48,55353.57,1
Cash-Out,42833.21,14394.13,736.36,3942.02,736.36,1
Cash-In,44311.5,858.63,2951.54,858.63,51694.19,1
Cash-Out,762.45,17719.83,7567.91,16957.38,7567.91,0
Transfer,28755.07,19513.1,16481.81,0.0,48112.39,1
Cash-In,40923.5,19225.53,19601.52,19225.53,64617.37,1
Payment,912.44,9348.72,11188.52,8436.28,12100.96,0
Cash-In,1382.88,8229.92,3912.17,8229.92,5295.05,0
Transfer,4240.81,8918.81,9292.98,4678.0,13533.79,0
Payment,21110.03,13605.88,3616.61,2785.47,26837.64,1
Cash-Out,1168.14,2970.24,12391.37,1802.1,12391.37,0
Cash-In,45666.11,18707.68,16411.82,18707.68,66644.54,1
Transfer,1763.54,11588.93,9714.46,9825.39,11478.0,0
Payment,18811.76,683.59,3378.1,0.0,24071.04,1
Transfer,14648.29,14423.61,16571.24,0.0,32684.36,1
Transfer,2837.26,16764.27,18394.23,13927.01,21231.49,0
Transfer,2877.0,268.64,16162.02,0.0,19039.02,0
Cash-Out,107.61,14573.69,10930.14,14466.08,10930.14,0
Cash-Out,649.39,18553.92,13005.85,17904.53,13005.85,0
Transfer,1332.76,4165.0,9923.66,2832.24,11256.42,0
Cash-Out,1016.86,9343.99,4153.34,8327.13,4153.34,0
Transfer,4029.55,16717.54,12096.99,12687.99,16126.54,0
Transfer,2104.26,18860.31,786.58,16756.05,2890.84,0
Debit,645.04,1294.0,18933.95,648.96,18933.95,0
Debit,405.17,9662.43,4828.85,9257.26,4828.85,0
Transfer,0.83,18588.43,12548.09,14511.41,12549.0,1
Transfer,31329.16,10114.81,4375.86,9631.24,38837.94,1
Debit,675.48,1147.07,17082.12,471.59,17082.12,0
Cash-In,5320.54,8052.35,1275.57,8052.35,7128.16,1
Cash-Out,1552.92,2860.37,11515.95,1307.45,11515.95,0
Transfer,15311.28,17210.63,2408.07,12431.86,19250.48,1
Cash-In,42013.02,12809.15,15313.64,12809.15,61527.96,1
Payment,41971.86,5438.52,15216.12,1844.09,61385.17,1
Transfer,505.22,12784.88,3153.82,12279.66,3659.04,0
Debit,801.97,783.97,6309.38,0.0,6309.38,0
Debit,59.56,15796.98,12727.65,15737.42,12727.65,0
Payment,462.59,13003.68,7592.51,12541.09,8055.1,0
Cash-In,41123.76,663.18,2779.13,663.18,48015.27,1
Debit,315.34,8923.14,18539.79,8607.8,18539.79,0
Payment,990.94,4424.87,17221.12,3433.93,18212.06,0
Transfer,0.42,18302.16,18765.32,8317.58,18765.78,1
Payment,480.29,14467.83,14584.18,13987.54,15064.47,0
Transfer,16772.98,8247.92,15027.76,5638.2,33478.04,1
Transfer,871.64,5607.3,18187.77,4735.66,19059.41,0
Payment,856.6,4449.81,14788.52,3593.21,15645.12,0
Payment,793.68,4372.09,9630.47,3578.41,10424.15,0
Cash-In,1755.22,11389.6,810.18,11390.2,2566.0,0
Cash-Out,46708.88,11504.05,14648.27,0.0,14648.27,1
Cash-In,2772.05,6939.32,8852.77,6939.32,11624.82,0
Transfer,18704.4,14336.18,8923.58,0.0,29498.42,1
Cash-Out,529.92,7452.23,13075.52,6922.31,13075.52,0
Cash-Out,1172.2,13409.91,17367.58,12237.71,17367.58,0
Debit,904.05,17790.02,14764.17,16885.97,14764.17,0
Payment,29154.73,5703.83,10098.08,1832.76,42168.28,1
Debit,818.37,1346.7,1465.38,528.33,1465.38,0
Cash-Out,0.06,9889.51,19643.04,9889.44,19643.04,1
Cash-Out,1594.53,12239.68,16728.7,10645.69,16728.98,0
Transfer,18011.29,10814.12,10219.01,10311.61,30031.43,1
Transfer,1068.71,9083.17,5123.24,8014.46,6191.95,0
Cash-In,0.58,1968.67,5443.39,1968.67,5444.03,1
Cash-In,27899.22,9119.31,15.28,9119.31,30704.42,1
Cash-Out,319.25,13064.67,5745.43,12745.42,5745.43,0
Payment,175.54,19930.73,4326.31,19755.19,4501.85,0
Debit,0.35,2580.44,19045.15,2580.02,19045.15,1
Cash-In,0.54,17089.77,1703.67,17089.77,1704.26,1
Cash-In,30957.5,14805.43,7266.14,14805.43,41319.39,1
Cash-Out,592.92,16691.13,3136.21,16098.21,3136.21,0
Transfer,125.78,11978.5,18893.94,11852.72,19019.72,0
Payment,937.59,17485.85,63.56,16548.26,1001.15,0
Cash-In,2656.07,8541.81,7316.33,8541.81,9972.4,0
Debit,306.23,12322.77,6798.62,12016.54,6798.62,0
Cash-In,2249.2,7155.31,3709.02,7155.31,5958.22,0
Payment,168.2,19768.66,19216.23,19600.46,19384.43,0
Transfer,2420.76,11336.57,18798.12,8915.81,21218.88,0
Transfer,1274.64,6356.73,6815.21,5082.09,8089.85,0
Payment,107.9,9022.21,14556.13,8914.31,14664.03,0
Payment,6817.15,19407.95,10033.62,15595.71,17532.49,1
Transfer,3773.11,2601.59,353.73,0.0,4126.84,0
Cash-In,308.51,19520.89,14298.52,19520.89,14607.03,0
Debit,29103.89,15094.18,15239.87,9286.81,15239.87,1
Cash-Out,293.71,2204.35,918.96,1910.64,918.96,0
Cash-Out,994.53,17472.23,58.75,16478.05,59.34,0
Cash-In,888.37,17052.75,13068.74,17052.75,13957.11,0
Cash-Out,34997.25,16943.55,18374.24,3088.78,18374.24,1
Cash-In,30959.62,13666.29,7020.48,13666.29,41076.06,1
Cash-In,39849.58,7742.3,19535.35,7742.3,63369.89,1
Transfer,28821.21,2527.94,5759.6,561.45,37462.93,1
Cash-Out,344.23,7668.61,4725.53,7324.38,4725.53,0
Cash-In,1931.17,18104.49,9742.2,18104.49,11673.37,0
Cash-Out,14438.74,16125.55,4517.83,0.0,4517.83,1
Debit,635.47,12912.45,10860.17,12276.98,10860.17,0
Payment,681.19,9158.25,14042.51,8477.06,14723.7,0
Transfer,43297.94,3430.28,6249.25,1172.04,53876.98,1
Cash-Out,1985.64,10771.33,15865.39,8785.69,15865.39,0
Cash-Out,32533.36,16105.84,13397.79,6695.27,13397.79,1
Debit,38416.76,14555.02,12927.95,4303.8,12927.95,1
Transfer,38987.39,106.94,2612.92,0.0,45499.05,1
Transfer,3651.43,7138.4,1975.55,3486.97,5626.98,0
Cash-Out,812.5,855.97,592.1,43.47,592.1,0
Cash-Out,310.47,12428.1,361.99,12117.93,362.71,0
Debit,46872.36,11703.32,4453.31,0.0,4453.31,1
Cash-Out,664.31,5494.19,13465.82,4829.88,13465.82,0
Cash-In,44878.54,2691.63,9147.34,2691.63,58513.73,1
Transfer,37591.69,19876.25,1713.81,16287.45,43064.67,1
Cash-In,99.43,13311.19,7533.92,13311.19,7633.35,0
Cash-Out,1644.33,16824.69,18053.29,15180.36,18053.29,0
Debit,31639.93,7460.59,3577.91,6793.31,3577.91,1
Debit,977.12,8866.9,19357.79,7889.78,19357.79,0
Debit,46705.98,3955.47,19834.63,0.0,19834.63,1
Cash-Out,1922.13,2952.55,13316.88,1030.42,13316.88,0
Payment,25292.55,7782.93,8930.73,3904.37,36752.54,1
Payment,34024.13,14308.54,18128.04,0.0,55554.58,1
Cash-In,2443.62,7843.5,1735.23,7843.5,4178.85,0
Debit,0.31,18721.55,15638.83,18721.18,15638.83,1
Debit,49398.13,11321.79,12168.07,6645.24,12168.07,1
Payment,28267.73,15760.38,19670.55,0.0,50765.05,1
Debit,609.56,13048.97,1478.61,12439.41,1478.61,0
Cash-Out,1659.73,4880.61,13987.42,3220.88,13987.42,0
Transfer,565.11,14150.8,15195.78,13585.69,15760.89,0
Debit,5538.25,18777.22,2919.04,3167.6,2919.04,1
Payment,329.94,1814.87,5683.37,1484.93,6013.31,0
Debit,0.55,1590.94,8497.85,310.85,8497.85,1
Transfer,0.75,1394.33,13337.89,1393.43,13338.72,1
Cash-In,2871.09,17341.98,11137.31,17341.98,14008.4,0
Cash-In,13668.67,10302.65,415.48,10302.65,15451.02,1
Transfer,1276.13,11947.0,14720.46,10670.87,15996.59,0
Payment,303.3,3352.67,10275.9,3049.37,10579.2,0
Cash-In,299.5,15289.45,10341.75,15289.45,10641.25,0
Payment,30082.03,15317.28,15456.91,3810.29,48547.14,1
Transfer,1445.88,6676.94,16807.09,5231.06,18252.97,0
Debit,0.76,10533.18,17218.54,10532.27,17218.54,1
Cash-Out,227.89,17518.63,9026.78,17290.74,9026.78,0
Payment,851.46,15155.45,7099.3,14303.99,7950.76,0
Cash-In,22439.24,15071.05,17291.05,15071.05,41974.21,1
Transfer,0.36,500.03,6303.12,173.02,6303.52,1
Transfer,4241.01,3623.27,19623.35,0.0,23864.36,0
Cash-In,443.43,10436.13,16075.86,10436.13,16519.29,0
Debit,915.08,14369.12,2735.86,13454.04,2735.86,0
Debit,515.84,16982.33,4752.28,16466.49,4752.28,0
Cash-In,30624.1,11803.95,11201.66,11803.95,44888.17,1
Cash-Out,1840.45,2975.52,4616.58,1135.07,4616.58,0
Cash-In,2133.04,18742.59,17642.26,18742.59,19775.3,0
Payment,792.24,1499.04,8441.25,706.8,9233.49,0
Cash-Out,882.33,6564.91,3798.72,5682.58,3798.72,0
Debit,21508.66,14348.99,6464.28,0.0,6464.28,1
Transfer,4966.22,10467.34,12970.86,5501.12,17937.08,0
Transfer,5216.06,2632.05,6489.72,983.38,12227.39,1
Cash-In,2330.89,2715.15,9766.89,2715.15,12097.78,0
Transfer,11994.9,13779.05,18334.78,0.0,31529.17,1
Debit,551.06,14566.89,16798.18,14015.83,16798.18,0
Payment,252.99,8544.09,3817.64,8291.1,4070.63,0
Transfer,4681.26,7096.71,19048.15,2415.45,23729.41,0
Cash-In,2661.15,4262.95,16664.3,4262.95,19325.45,0
Transfer,3854.06,4050.17,11239.21,196.11,15093.27,0
Cash-Out,33925.63,15217.7,5622.26,12844.93,5622.26,1
Cash-Out,1867.0,2522.95,2718.56,655.95,2718.56,0
Cash-In,6667.58,7017.72,9363.35,7017.72,16697.69,1
Cash-In,2351.7,9031.14,11507.28,9031.14,13858.98,0
Payment,19092.78,16165.52,573.92,9614.25,21575.98,1
Cash-Out,12884.75,14677.37,11785.16,14031.85,11785.16,1
Cash-Out,606.17,6001.71,15351.01,5395.54,15351.01,0
Payment,976.06,12964.45,15810.04,11988.39,16786.1,0
Cash-Out,66.56,41.45,6797.42,0.0,6797.42,0
Cash-Out,31507.31,10158.11,19873.12,3902.74,19873.12,1
Debit,35144.95,11222.07,6537.36,6997.33,6537.36,1
Cash-Out,0.34,3454.75,12486.45,3454.34,12486.45,1
Transfer,0.8,3844.8,15554.35,3843.84,15555.23,1
Payment,0.67,1330.67,10694.37,1005.15,10695.11,1
Cash-In,33290.07,13682.45,362.36,13682.45,36981.44,1
Payment,143.9,7499.01,650.16,7355.11,794.06,0
Payment,376.71,8326.53,14265.37,7949.82,14642.08,0
Debit,44063.55,4772.02,380.86,1800.37,380.86,1
Payment,629.69,7764.26,19735.71,7134.57,20365.4,0
Debit,693.08,19580.56,10980.7,18887.48,10980.7,0
Cash-Out,1835.57,2375.03,14846.44,539.46,14846.44,0
Payment,61.12,18273.84,18927.41,18212.86,18989.41,0
